user_id,product_id,rating
1,1,4.2
2,1,4.2
3,1,4.2
4,1,4.2
5,1,4.2
6,1,4.2
7,1,4.2
8,1,4.2
9,2,4
10,2,4
11,2,4
12,2,4
13,2,4
14,2,4
15,2,4
16,2,4
17,3,3.9
18,3,3.9
19,3,3.9
20,3,3.9
21,3,3.9
22,3,3.9
23,3,3.9
24,3,3.9
25,4,4.2
26,4,4.2
27,4,4.2
28,4,4.2
29,4,4.2
30,4,4.2
31,4,4.2
32,4,4.2
33,5,4.2
34,5,4.2
35,5,4.2
36,5,4.2
37,5,4.2
38,5,4.2
39,5,4.2
40,5,4.2
41,6,3.9
42,6,3.9
43,6,3.9
44,6,3.9
45,6,3.9
46,6,3.9
47,6,3.9
48,6,3.9
49,7,4.1
50,7,4.1
51,7,4.1
52,7,4.1
53,7,4.1
54,7,4.1
55,7,4.1
56,7,4.1
57,8,4.3
58,8,4.3
59,8,4.3
60,8,4.3
61,8,4.3
62,8,4.3
63,8,4.3
64,8,4.3
65,9,4.2
66,9,4.2
67,9,4.2
68,9,4.2
69,9,4.2
70,9,4.2
71,9,4.2
72,9,4.2
9,10,4
10,10,4
11,10,4
12,10,4
13,10,4
14,10,4
15,10,4
16,10,4
73,11,4.3
74,11,4.3
75,11,4.3
76,11,4.3
77,11,4.3
78,11,4.3
79,11,4.3
80,11,4.3
25,12,4.2
26,12,4.2
27,12,4.2
28,12,4.2
29,12,4.2
30,12,4.2
31,12,4.2
32,12,4.2
81,13,4.4
82,13,4.4
83,13,4.4
84,13,4.4
85,13,4.4
86,13,4.4
87,13,4.4
88,13,4.4
89,14,4.2
90,14,4.2
91,14,4.2
92,14,4.2
93,14,4.2
94,14,4.2
95,14,4.2
96,14,4.2
97,15,4.1
98,15,4.1
99,15,4.1
100,15,4.1
101,15,4.1
102,15,4.1
103,15,4.1
104,15,4.1
105,16,4.4
106,16,4.4
107,16,4.4
108,16,4.4
109,16,4.4
110,16,4.4
111,16,4.4
112,16,4.4
113,17,4.2
114,17,4.2
115,17,4.2
116,17,4.2
117,17,4.2
118,17,4.2
119,17,4.2
120,17,4.2
9,18,4
10,18,4
11,18,4
12,18,4
13,18,4
14,18,4
15,18,4
16,18,4
121,19,4.1
122,19,4.1
123,19,4.1
124,19,4.1
125,19,4.1
126,19,4.1
127,19,4.1
128,19,4.1
129,20,4.3
130,20,4.3
131,20,4.3
132,20,4.3
133,20,4.3
134,20,4.3
135,20,4.3
136,20,4.3
137,21,4.5
138,21,4.5
139,21,4.5
140,21,4.5
141,21,4.5
142,21,4.5
143,21,4.5
144,21,4.5
145,22,3.7
146,22,3.7
147,22,3.7
148,22,3.7
149,22,3.7
150,22,3.7
151,22,3.7
152,22,3.7
153,23,4.3
154,23,4.3
155,23,4.3
156,23,4.3
157,23,4.3
158,23,4.3
159,23,4.3
160,23,4.3
161,24,4
162,24,4
163,24,4
164,24,4
165,24,4
166,24,4
167,24,4
168,24,4
169,25,4.3
170,25,4.3
171,25,4.3
172,25,4.3
173,25,4.3
174,25,4.3
175,25,4.3
176,25,4.3
177,26,4.2
178,26,4.2
179,26,4.2
180,26,4.2
181,26,4.2
182,26,4.2
183,26,4.2
184,26,4.2
185,27,4.2
186,27,4.2
187,27,4.2
188,27,4.2
189,27,4.2
190,27,4.2
191,27,4.2
192,27,4.2
193,28,4
194,28,4
195,28,4
196,28,4
197,28,4
198,28,4
199,28,4
200,28,4
201,29,4.4
202,29,4.4
203,29,4.4
204,29,4.4
205,29,4.4
206,29,4.4
207,29,4.4
208,29,4.4
209,30,4.3
210,30,4.3
211,30,4.3
212,30,4.3
213,30,4.3
214,30,4.3
215,30,4.3
216,30,4.3
217,31,4.5
218,31,4.5
219,31,4.5
220,31,4.5
221,31,4.5
222,31,4.5
223,31,4.5
224,31,4.5
225,32,4
226,32,4
227,32,4
228,32,4
229,32,4
230,32,4
231,32,4
232,32,4
233,33,4.3
234,33,4.3
235,33,4.3
236,33,4.3
237,33,4.3
238,33,4.3
239,33,4.3
240,33,4.3
241,34,4.3
242,34,4.3
243,34,4.3
244,34,4.3
245,34,4.3
246,34,4.3
247,34,4.3
248,34,4.3
249,35,3.9
250,35,3.9
251,35,3.9
252,35,3.9
253,35,3.9
254,35,3.9
255,35,3.9
256,35,3.9
41,36,3.9
42,36,3.9
43,36,3.9
44,36,3.9
45,36,3.9
46,36,3.9
47,36,3.9
48,36,3.9
257,37,4.4
258,37,4.4
259,37,4.4
260,37,4.4
261,37,4.4
262,37,4.4
263,37,4.4
264,37,4.4
265,38,4
266,38,4
267,38,4
268,38,4
269,38,4
270,38,4
271,38,4
272,38,4
273,39,4.2
274,39,4.2
275,39,4.2
276,39,4.2
277,39,4.2
278,39,4.2
279,39,4.2
280,39,4.2
281,40,4.2
282,40,4.2
283,40,4.2
284,40,4.2
285,40,4.2
286,40,4.2
287,40,4.2
288,40,4.2
289,41,4.5
290,41,4.5
291,41,4.5
292,41,4.5
293,41,4.5
294,41,4.5
295,41,4.5
296,41,4.5
297,42,4.3
298,42,4.3
299,42,4.3
300,42,4.3
301,42,4.3
302,42,4.3
303,42,4.3
304,42,4.3
1,43,4.2
2,43,4.2
3,43,4.2
4,43,4.2
5,43,4.2
6,43,4.2
7,43,4.2
8,43,4.2
305,44,4.3
306,44,4.3
307,44,4.3
308,44,4.3
309,44,4.3
310,44,4.3
311,44,4.3
312,44,4.3
161,45,4
162,45,4
163,45,4
164,45,4
165,45,4
166,45,4
167,45,4
168,45,4
313,46,3.3
314,46,3.3
315,46,3.3
316,46,3.3
317,46,3.3
318,46,3.3
319,46,3.3
320,46,3.3
321,47,4.1
322,47,4.1
323,47,4.1
324,47,4.1
325,47,4.1
326,47,4.1
327,47,4.1
328,47,4.1
81,48,4.4
82,48,4.4
83,48,4.4
84,48,4.4
85,48,4.4
86,48,4.4
87,48,4.4
88,48,4.4
329,49,3.6
330,49,3.6
331,49,3.6
332,49,3.6
333,49,3.6
334,49,3.6
335,49,3.6
336,49,3.6
337,50,4.2
338,50,4.2
339,50,4.2
220,50,4.2
340,50,4.2
341,50,4.2
342,50,4.2
343,50,4.2
344,51,4.4
345,51,4.4
346,51,4.4
347,51,4.4
348,51,4.4
349,51,4.4
350,51,4.4
351,51,4.4
337,52,4.2
338,52,4.2
339,52,4.2
220,52,4.2
340,52,4.2
341,52,4.2
342,52,4.2
343,52,4.2
352,53,4.3
353,53,4.3
354,53,4.3
355,53,4.3
356,53,4.3
357,53,4.3
358,53,4.3
359,53,4.3
360,54,4.2
361,54,4.2
362,54,4.2
363,54,4.2
364,54,4.2
365,54,4.2
366,54,4.2
367,54,4.2
368,55,4.1
369,55,4.1
370,55,4.1
371,55,4.1
372,55,4.1
373,55,4.1
374,55,4.1
375,55,4.1
376,56,3.7
377,56,3.7
378,56,3.7
379,56,3.7
380,56,3.7
381,56,3.7
382,56,3.7
383,56,3.7
65,57,4.2
66,57,4.2
67,57,4.2
68,57,4.2
69,57,4.2
70,57,4.2
71,57,4.2
72,57,4.2
185,58,4.2
186,58,4.2
187,58,4.2
188,58,4.2
189,58,4.2
190,58,4.2
191,58,4.2
192,58,4.2
384,59,4.2
385,59,4.2
386,59,4.2
387,59,4.2
388,59,4.2
389,59,4.2
390,59,4.2
391,59,4.2
392,60,4.3
393,60,4.3
394,60,4.3
395,60,4.3
396,60,4.3
397,60,4.3
398,60,4.3
399,60,4.3
400,61,3.7
401,61,3.7
402,61,3.7
403,61,3.7
404,61,3.7
405,61,3.7
406,61,3.7
407,61,3.7
408,62,4.3
409,62,4.3
410,62,4.3
411,62,4.3
412,62,4.3
413,62,4.3
414,62,4.3
415,62,4.3
416,63,4
417,63,4
418,63,4
419,63,4
420,63,4
421,63,4
422,63,4
423,63,4
424,64,4.2
425,64,4.2
426,64,4.2
427,64,4.2
428,64,4.2
429,64,4.2
430,64,4.2
431,64,4.2
432,65,4.2
433,65,4.2
434,65,4.2
435,65,4.2
436,65,4.2
437,65,4.2
438,65,4.2
439,65,4.2
81,66,4.4
82,66,4.4
83,66,4.4
84,66,4.4
85,66,4.4
86,66,4.4
87,66,4.4
88,66,4.4
440,67,4.1
441,67,4.1
442,67,4.1
443,67,4.1
444,67,4.1
445,67,4.1
446,67,4.1
447,67,4.1
448,68,4.3
449,68,4.3
450,68,4.3
451,68,4.3
452,68,4.3
453,68,4.3
454,68,4.3
455,68,4.3
456,69,4.2
457,69,4.2
458,69,4.2
459,69,4.2
460,69,4.2
461,69,4.2
462,69,4.2
463,69,4.2
464,70,4.3
465,70,4.3
466,70,4.3
467,70,4.3
468,70,4.3
469,70,4.3
470,70,4.3
471,70,4.3
472,71,4.5
473,71,4.5
474,71,4.5
475,71,4.5
476,71,4.5
477,71,4.5
478,71,4.5
479,71,4.5
480,72,4.1
481,72,4.1
482,72,4.1
483,72,4.1
484,72,4.1
485,72,4.1
486,72,4.1
487,72,4.1
432,73,4.2
433,73,4.2
434,73,4.2
435,73,4.2
436,73,4.2
437,73,4.2
438,73,4.2
439,73,4.2
488,74,4
489,74,4
490,74,4
491,74,4
492,74,4
493,74,4
494,74,4
495,74,4
496,75,4.1
497,75,4.1
498,75,4.1
499,75,4.1
500,75,4.1
501,75,4.1
502,75,4.1
503,75,4.1
504,76,4.1
505,76,4.1
506,76,4.1
507,76,4.1
508,76,4.1
509,76,4.1
510,76,4.1
511,76,4.1
512,77,4
513,77,4
514,77,4
515,77,4
516,77,4
517,77,4
518,77,4
519,77,4
520,78,4.1
521,78,4.1
522,78,4.1
523,78,4.1
524,78,4.1
525,78,4.1
526,78,4.1
527,78,4.1
528,79,3.9
529,79,3.9
530,79,3.9
531,79,3.9
532,79,3.9
533,79,3.9
534,79,3.9
535,79,3.9
536,80,4
537,80,4
538,80,4
539,80,4
540,80,4
541,80,4
542,80,4
543,80,4
1,81,4.2
2,81,4.2
3,81,4.2
4,81,4.2
5,81,4.2
6,81,4.2
7,81,4.2
8,81,4.2
161,82,4
162,82,4
163,82,4
164,82,4
165,82,4
166,82,4
167,82,4
168,82,4
544,83,3.4
545,83,3.4
546,83,3.4
547,83,3.4
548,83,3.4
549,83,3.4
550,83,3.4
551,83,3.4
552,84,4.4
553,84,4.4
554,84,4.4
555,84,4.4
556,84,4.4
557,84,4.4
558,84,4.4
559,84,4.4
560,85,4.2
561,85,4.2
562,85,4.2
563,85,4.2
564,85,4.2
565,85,4.2
566,85,4.2
567,85,4.2
273,86,4.2
274,86,4.2
275,86,4.2
276,86,4.2
277,86,4.2
278,86,4.2
279,86,4.2
280,86,4.2
169,87,4.3
170,87,4.3
171,87,4.3
172,87,4.3
173,87,4.3
174,87,4.3
175,87,4.3
176,87,4.3
408,88,4.3
409,88,4.3
410,88,4.3
411,88,4.3
412,88,4.3
413,88,4.3
414,88,4.3
415,88,4.3
568,89,4.5
569,89,4.5
570,89,4.5
571,89,4.5
572,89,4.5
573,89,4.5
574,89,4.5
575,89,4.5
1,90,4.2
2,90,4.2
3,90,4.2
4,90,4.2
5,90,4.2
6,90,4.2
7,90,4.2
8,90,4.2
576,91,3.6
577,91,3.6
578,91,3.6
579,91,3.6
580,91,3.6
581,91,3.6
582,91,3.6
583,91,3.6
185,92,4.2
186,92,4.2
187,92,4.2
188,92,4.2
189,92,4.2
190,92,4.2
191,92,4.2
192,92,4.2
25,93,4.2
26,93,4.2
27,93,4.2
28,93,4.2
29,93,4.2
30,93,4.2
31,93,4.2
32,93,4.2
584,94,4.1
585,94,4.1
586,94,4.1
587,94,4.1
588,94,4.1
589,94,4.1
590,94,4.1
591,94,4.1
592,95,4.2
593,95,4.2
594,95,4.2
595,95,4.2
596,95,4.2
597,95,4.2
598,95,4.2
599,95,4.2
600,96,3.7
601,96,3.7
602,96,3.7
603,96,3.7
604,96,3.7
605,96,3.7
606,96,3.7
607,96,3.7
608,97,3.8
609,97,3.8
610,97,3.8
611,97,3.8
612,97,3.8
613,97,3.8
614,97,3.8
615,97,3.8
616,98,3.7
617,98,3.7
618,98,3.7
619,98,3.7
620,98,3.7
621,98,3.7
622,98,3.7
623,98,3.7
624,99,4.5
625,99,4.5
626,99,4.5
627,99,4.5
628,99,4.5
629,99,4.5
630,99,4.5
631,99,4.5
632,100,4.1
633,100,4.1
634,100,4.1
635,100,4.1
636,100,4.1
637,100,4.1
638,100,4.1
639,100,4.1
640,101,4.3
641,101,4.3
642,101,4.3
643,101,4.3
644,101,4.3
645,101,4.3
646,101,4.3
647,101,4.3
648,102,4.3
649,102,4.3
650,102,4.3
651,102,4.3
652,102,4.3
653,102,4.3
654,102,4.3
655,102,4.3
656,103,4
657,103,4
658,103,4
659,103,4
660,103,4
661,103,4
662,103,4
663,103,4
113,104,4.2
114,104,4.2
115,104,4.2
116,104,4.2
117,104,4.2
118,104,4.2
119,104,4.2
120,104,4.2
664,105,4.2
665,105,4.2
666,105,4.2
667,105,4.2
668,105,4.2
669,105,4.2
670,105,4.2
671,105,4.2
672,106,4.3
673,106,4.3
674,106,4.3
675,106,4.3
676,106,4.3
677,106,4.3
678,106,4.3
679,106,4.3
1,107,4.2
2,107,4.2
3,107,4.2
4,107,4.2
5,107,4.2
6,107,4.2
7,107,4.2
8,107,4.2
680,108,4.3
681,108,4.3
682,108,4.3
683,108,4.3
684,108,4.3
685,108,4.3
686,108,4.3
687,108,4.3
688,109,4.3
689,109,4.3
690,109,4.3
691,109,4.3
41,110,3.9
42,110,3.9
43,110,3.9
44,110,3.9
45,110,3.9
46,110,3.9
47,110,3.9
48,110,3.9
692,111,4.1
304,111,4.1
693,111,4.1
694,111,4.1
695,111,4.1
696,111,4.1
697,111,4.1
698,111,4.1
209,112,4.3
210,112,4.3
211,112,4.3
212,112,4.3
213,112,4.3
214,112,4.3
215,112,4.3
216,112,4.3
